60.3746, 3.85103, 35.2932, -0.425192
61.1569, 2.0167, -0.248319, -5.39427
61.8845, 1.31725, -0.935855, 6.33675
60.0446, 3.30541, -5.36123, -2.06428
59.3428, 3.32552, -4.8188, 1.11678
60.5798, 2.53816, -1.27017, -4.12857
61.7186, 1.28027, -0.882069, -5.92352
60.3819, 1.12184, 12.7764, -2.58171
61.0185, 2.4032, -3.78856, -3.65959
61.1917, 2.23974, -4.2082, 0.814885
62.2728, 2.44941, -4.22659, -4.77477
62.1098, 0.593945, -0.207019, -4.94646
60.6719, 1.85493, -2.09862, 3.87121
62.8508, 0.991957, -0.342236, -6.95386
61.3746, 3.24395, -8.08728, 0.000179908
62.0102, 0.418612, -0.379269, -0.730833
62.4299, 1.44636, -1.65713, -4.57673
62.7894, 0.997577, -1.17011, -5.99213
